,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1548,W1549,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,2.0
1549,W1550,8.5,0.15,,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,2.0
1550,W1551,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,2.0
1551,W1552,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,,8.7,2.0
1552,W1553,7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,2.0
1553,W1554,6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,2.0
1554,W1555,7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,2.0
1555,W1556,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,2.0
1556,W1557,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,2.0
1557,W1558,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,,10.6,2.0
1558,W1559,6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,1.0
1559,W1560,8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,1.0
1560,W1561,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,,0.52,12.8,2.0
1561,W1562,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,1.0
1562,W1563,7.1,0.34,,1.5,0.027,26.0,126.0,0.99,,0.33,12.2,2.0
1563,W1564,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,2.0
1564,W1565,9.1,0.28,,2.0,0.059,10.0,112.0,0.9958,,0.46,10.1,1.0
1565,W1566,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,2.0
1566,W1567,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,1.0
1567,W1568,7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,1.0
1568,W1569,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,2.0
1569,W1570,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,,9.9,1.0
1570,W1571,6.6,0.3,,4.6,0.041,36.0,159.0,0.9946,,0.45,9.9,1.0
1571,W1572,7.4,0.3,,8.2,0.055,49.0,188.0,0.9974,,0.58,9.7,2.0
1572,W1573,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,,10.3,2.0
1573,W1574,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,0.35,10.3,1.0
1574,W1575,8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,1.0
1575,W1576,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,2.0
1576,W1577,6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,2.0
1577,W1578,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,1.0
1578,W1579,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,1.0
1579,W1580,7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,,,9.0,1.0
1580,W1581,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,1.0
1581,W1582,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,2.0
1582,W1583,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,2.0
1583,W1584,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,1.0
1584,W1585,6.4,0.25,,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,2.0
1585,W1586,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,,,8.7,1.0
1586,W1587,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,1.0
1587,W1588,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,,9.2,2.0
1588,W1589,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,,0.4,8.7,1.0
1589,W1590,7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,2.0
1590,W1591,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,,12.3,2.0
1591,W1592,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,,10.4,2.0
1592,W1593,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,2.0
1593,W1594,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,2.0
1594,W1595,7.0,0.29,,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,2.0
1595,W1596,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,2.0
1596,W1597,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,1.0
1597,W1598,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,2.0
1598,W1599,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,2.0
1599,W1600,6.7,0.33,,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,2.0
1600,W1601,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,2.0
1601,W1602,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,,10.7,2.0
1602,W1603,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,1.0
1603,W1604,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,2.0
1604,W1605,6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,,0.35,9.5,1.0
1605,W1606,7.1,0.26,,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,2.0
1606,W1607,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,2.0
1607,W1608,5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,2.0
1608,W1609,6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47,8.6,1.0
1609,W1610,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46,10.0,2.0
1610,W1611,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,,12.5,2.0
1611,W1612,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,2.0
1612,W1613,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,2.0
1613,W1614,8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,2.0
1614,W1615,8.0,0.29,,11.7,0.035,40.0,131.0,0.9958,3.14,,10.8,1.0
1615,W1616,7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,0.47,10.7,2.0
1616,W1617,6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,2.0
1617,W1618,6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,2.0
1618,W1619,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,2.0
1619,W1620,6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,2.0
1620,W1621,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,2.0
1621,W1622,8.9,0.32,,1.6,0.05,17.0,131.0,0.9956,,0.34,9.4,1.0
1622,W1623,6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.9957,3.11,0.37,8.7,2.0
1623,W1624,7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,2.0
1624,W1625,9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,2.0
1625,W1626,6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.9954,3.38,0.53,9.7,2.0
1626,W1627,9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.9987,3.31,0.44,10.2,2.0
1627,W1628,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,1.0
1628,W1629,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,2.0
1629,W1630,7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.9951,2.94,,9.6,2.0
1630,W1631,6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,1.0
1631,W1632,8.2,0.2,,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,2.0
1632,W1633,7.1,0.28,0.49,6.5,0.041,28.0,111.0,0.9926,3.41,0.58,12.2,2.0
1633,W1634,7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.9938,3.2,0.38,11.0,2.0
1634,W1635,8.3,0.25,,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2,2.0
1635,W1636,7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.9933,3.26,,10.2,2.0
1636,W1637,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,1.0
1637,W1638,8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,3.13,0.48,9.7,2.0
1638,W1639,7.6,0.47,,13.0,0.239,42.0,220.0,0.9988,,,9.2,1.0
1639,W1640,7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.993,3.1,,10.5,1.0
1640,W1641,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,1.0
1641,W1642,6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,2.0
1642,W1643,7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,,0.36,9.1,2.0
1643,W1644,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57,10.2,2.0
1644,W1645,7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,2.0
1645,W1646,7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.9962,3.17,0.59,10.5,2.0
1646,W1647,6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,2.0
1647,W1648,7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.99,3.05,0.28,12.1,2.0
1648,W1649,7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,3.4,0.59,10.2,1.0
1649,W1650,6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.9965,3.65,0.52,9.4,1.0
1650,W1651,7.6,0.31,,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8,2.0
1651,W1652,6.4,0.42,,12.8,0.076,48.0,209.0,0.9978,3.12,0.58,9.0,2.0
1652,W1653,8.2,0.29,,1.0,0.044,29.0,118.0,0.9928,3.24,,10.9,1.0
1653,W1654,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,2.0
1654,W1655,6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.9956,3.11,0.38,9.0,1.0
1655,W1656,7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,,10.2,1.0
1656,W1657,5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,1.0
1657,W1658,7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,,11.3,2.0
1658,W1659,6.6,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,1.0
1659,W1660,6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.996,3.16,0.4,9.3,1.0
1660,W1661,6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.9959,3.17,0.45,9.4,2.0
1661,W1662,6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4,10.3,2.0
1662,W1663,6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,2.0
1663,W1664,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,2.0
1664,W1665,8.1,0.28,0.46,15.4,0.059,32.0,177.0,1.0004,3.27,0.58,9.0,1.0
1665,W1666,6.5,0.13,0.37,1.0,0.036,48.0,114.0,0.9911,,0.51,11.5,2.0
1666,W1667,7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,1.0
1667,W1668,8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,2.0
1668,W1669,7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922,3.12,,10.5,2.0
1669,W1670,7.1,0.31,,1.2,0.036,10.0,124.0,0.9924,,0.44,9.9,2.0
1670,W1671,7.8,0.24,0.18,6.7,0.046,33.0,160.0,0.9963,,,9.8,2.0
1671,W1672,7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,2.0
1672,W1673,6.6,0.26,,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,1.0
1673,W1674,6.6,0.27,,5.3,0.137,35.0,163.0,0.9951,,0.38,9.3,1.0
1674,W1675,6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3,2.0
1675,W1676,6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,1.0
1676,W1677,7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,,0.42,11.4,2.0
1677,W1678,7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.992,3.11,0.35,11.1,2.0
1678,W1679,6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.9944,3.36,0.45,10.4,2.0
1679,W1680,6.4,0.35,0.2,5.7,0.034,18.0,117.0,0.9944,3.33,0.43,10.1,1.0
1680,W1681,7.6,0.32,0.34,18.35,0.054,44.0,197.0,1.0008,3.22,,9.0,1.0
1681,W1682,6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,,11.9,2.0
1682,W1683,7.2,0.25,,14.4,0.055,55.0,205.0,0.9986,,,9.0,2.0
1683,W1684,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,,,9.0,2.0
1684,W1685,7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,2.0
1685,W1686,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,2.0
1686,W1687,7.4,0.26,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72,10.0,1.0
1687,W1688,7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,2.0
1688,W1689,6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,1.0
1689,W1690,7.1,0.16,,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,2.0
1690,W1691,9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.9951,3.11,,9.7,1.0
1691,W1692,7.2,0.25,,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,2.0
1692,W1693,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,2.0
1693,W1694,6.7,0.265,0.22,8.6,0.048,54.0,198.0,0.9955,3.25,0.41,10.2,1.0
1694,W1695,7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952,,0.42,9.2,2.0
1695,W1696,7.2,0.21,0.33,3.0,0.036,35.0,132.0,0.9928,3.25,0.4,11.0,2.0
1696,W1697,8.5,0.32,0.36,14.9,0.041,47.0,190.0,0.9982,3.08,0.31,10.0,2.0
1697,W1698,6.9,0.18,0.3,2.0,0.038,39.0,190.0,0.9914,3.32,0.37,12.2,2.0
1698,W1699,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,2.0
1699,W1700,6.3,0.26,0.29,2.2,0.043,35.0,175.0,0.9918,3.38,0.43,11.6,2.0
1700,W1701,6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,2.0
1701,W1702,7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.9969,3.14,,10.3,1.0
1702,W1703,6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,,8.6,1.0
1703,W1704,6.7,0.33,0.42,6.4,0.058,27.0,151.0,0.9954,3.16,0.44,9.6,1.0
1704,W1705,6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,,9.6,1.0
1705,W1706,6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.9921,3.41,0.47,11.3,2.0
1706,W1707,6.4,0.24,0.22,1.5,0.038,38.0,157.0,0.9934,3.41,0.55,9.9,2.0
1707,W1708,6.8,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,1.0
1708,W1709,7.0,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,1.0
1709,W1710,6.8,0.22,0.3,13.6,0.055,50.0,180.0,0.9984,3.44,0.39,9.8,1.0
1710,W1711,8.1,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,1.0
1711,W1712,7.0,0.2,,6.1,0.037,31.0,120.0,0.9939,,0.51,10.8,1.0
1712,W1713,7.9,0.18,,3.0,0.061,25.0,178.0,0.995,,0.51,10.0,2.0
1713,W1714,6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49,10.1,2.0
1714,W1715,6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,0.48,9.4,1.0
1715,W1716,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,2.0
1716,W1717,7.0,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,,0.5,10.8,2.0
1717,W1718,6.8,0.27,0.32,1.5,0.044,19.0,142.0,0.9921,3.1,0.43,9.9,2.0
1718,W1719,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,1.0
1719,W1720,5.8,0.23,0.27,1.8,0.043,24.0,69.0,0.9933,3.38,0.31,9.4,2.0
1720,W1721,7.6,0.2,0.39,2.6,0.044,30.0,180.0,0.9941,3.46,0.44,10.8,2.0
1721,W1722,8.2,0.15,0.48,2.7,0.052,24.0,190.0,0.995,3.5,0.45,10.9,2.0
1722,W1723,7.5,0.4,,19.5,0.041,33.0,148.0,0.9977,3.24,0.38,12.0,2.0
1723,W1724,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,2.0
1724,W1725,7.0,0.13,0.3,5.0,0.056,31.0,122.0,0.9945,3.47,0.42,10.5,2.0
1725,W1726,6.9,0.17,0.22,4.6,0.064,55.0,152.0,0.9952,3.29,,9.3,2.0
1726,W1727,7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8,2.0
1727,W1728,7.6,0.445,0.44,14.5,0.045,68.0,212.0,0.9986,3.48,0.36,10.0,2.0
1728,W1729,6.8,0.3,0.24,6.6,0.123,35.0,116.0,0.9953,3.07,,9.4,1.0
1729,W1730,7.5,0.22,0.33,6.7,0.036,45.0,138.0,0.9939,3.2,0.68,11.4,2.0
1730,W1731,9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,,,10.4,2.0
1731,W1732,8.7,0.34,0.46,13.8,0.055,68.0,198.0,0.9988,3.36,0.37,9.5,2.0
1732,W1733,6.6,0.545,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,,11.9,1.0
1733,W1734,8.1,0.3,0.31,1.1,0.041,49.0,123.0,0.9914,2.99,0.45,11.1,2.0
1734,W1735,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,2.0
1735,W1736,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,,,12.0,2.0
1736,W1737,6.1,0.22,0.23,3.1,0.052,15.0,104.0,0.9948,3.14,0.42,8.7,1.0
1737,W1738,6.9,0.16,,9.6,0.057,50.0,185.0,0.9978,,0.38,9.6,2.0
1738,W1739,7.5,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,1.0
1739,W1740,8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,1.0
1740,W1741,6.6,0.37,0.47,6.5,0.061,23.0,150.0,0.9954,,0.45,9.6,2.0
1741,W1742,7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,,12.9,2.0
1742,W1743,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,2.0
1743,W1744,8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,2.0
1744,W1745,6.6,0.22,,1.1,0.133,52.0,136.0,0.9932,,0.3,9.1,1.0
1745,W1746,6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.9977,3.16,0.48,8.6,1.0
1746,W1747,7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,1.0
1747,W1748,8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,2.0
1748,W1749,8.0,0.27,,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,1.0
1749,W1750,6.1,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,2.0
1750,W1751,7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,3.11,,9.7,2.0
1751,W1752,6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4,2.0
1752,W1753,6.1,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,2.0
1753,W1754,7.4,0.23,,1.4,0.049,43.0,141.0,0.9934,3.42,0.54,10.2,2.0
1754,W1755,6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,2.0
1755,W1756,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,2.0
1756,W1757,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,,0.43,9.3,1.0
1757,W1758,6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,,8.8,1.0
1758,W1759,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46,10.6,1.0
1759,W1760,6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,,9.3,1.0
1760,W1761,6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,2.0
1761,W1762,8.0,0.3,0.28,5.7,0.044,31.0,124.0,0.9948,3.16,0.51,10.2,2.0
1762,W1763,6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0,2.0
1763,W1764,7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,2.0
1764,W1765,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,1.0
1765,W1766,6.9,0.29,,8.6,0.056,56.0,215.0,0.9967,,0.44,8.8,1.0
1766,W1767,6.6,0.32,,7.7,0.054,56.0,209.0,0.9961,,0.45,8.8,1.0
1767,W1768,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,,0.69,8.9,1.0
1768,W1769,6.6,0.37,0.07,1.4,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,1.0
1769,W1770,7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,2.0
1770,W1771,7.8,0.39,,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,2.0
1771,W1772,6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,2.0
1772,W1773,7.8,0.4,0.26,9.5,0.059,32.0,178.0,0.9955,3.04,0.43,10.9,2.0
1773,W1774,7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,2.0
1774,W1775,6.9,0.19,0.28,3.0,0.054,33.0,99.0,0.9924,3.16,0.4,10.8,2.0
1775,W1776,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,2.0
1776,W1777,6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.999,,0.47,9.8,1.0
1777,W1778,6.5,0.18,,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,2.0
1778,W1779,6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,2.0
1779,W1780,6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,2.0
1780,W1781,8.4,0.17,,5.4,0.052,47.0,150.0,0.9953,,0.38,9.8,1.0
1781,W1782,6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,1.0
1782,W1783,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,2.0
1783,W1784,8.7,0.45,0.4,1.5,0.067,17.0,100.0,0.9957,3.27,0.57,10.1,2.0
1784,W1785,6.7,0.24,0.29,6.8,0.038,54.0,127.0,0.9932,3.33,0.46,11.6,2.0
1785,W1786,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,2.0
1786,W1787,7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,2.0
1787,W1788,7.2,0.26,0.3,2.1,0.033,50.0,158.0,0.9909,3.33,0.43,12.1,2.0
1788,W1789,8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,,0.34,12.0,1.0
1789,W1790,7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,,0.74,12.1,2.0
1790,W1791,9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46,9.1,1.0
1791,W1792,6.4,0.33,0.24,1.6,0.054,25.0,117.0,0.9943,3.36,0.5,9.3,1.0
1792,W1793,7.8,0.22,0.36,1.4,0.056,21.0,153.0,0.993,3.2,0.53,10.4,2.0
1793,W1794,7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,3.27,0.64,9.1,1.0
1794,W1795,6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,,0.54,9.4,1.0
1795,W1796,6.7,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,2.0
1796,W1797,7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62,12.0,1.0
1797,W1798,6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,2.0
1798,W1799,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,2.0
1799,W1800,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,,,9.9,2.0
1800,W1801,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,2.0
1801,W1802,9.4,0.16,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,1.0
1802,W1803,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,,0.41,8.7,2.0
